PHONE,COLLEGE NAME,STATE,DISTRICT,MAIL ID,PHONE
559,Faran College & School of Nursing,Karnataka,Bangalore,"info@faraneducationaltrust.org,fet_salimath",
"",,,,@yahoo.co.in,
560,ADMINISTRATIVE MANAGEMENT COLLEGE,Karnataka,Bangalore,admissionamc@amceducation.in,
561,"Indian Institute of Plantation Management, Bangalore",Karnataka,Bangalore,directoriipm@vsnl.net,23211716
562,"JSS ACADEMY OF TECHNICAL EDUCATION,BANGALORE",Karnataka,Bangalore,"jssatebangalore@gmail.co,info@jssateb.ac.i",9686677259
563,CMR Institute of Technology(CMRIT),Karnataka,Bangalore,ninfo@cmrit.ac.in,
564,Sri Venkateshwara College of Engineering,Karnataka,Bangalore,admissons@svcengg.com,
565,Nitte Meenakshi Institute of Technology,Karnataka,Bangalore,principal@nmit.ac.in,8022167800
566,PESIT,Karnataka,Bangalore,admissions@pes.edu,
567,"M S RAMAIYAH COLLEGE OF ARTS,SCIENCE & COMMERCE",Karnataka,Bangalore,principal.msrcasc@gmail.com,
568,Bangalore Institute of Technology,Karnataka,Bangalore,principalbit4@gmail.com,
569,"KNS Institute of Technology,Hedge Nagar",Karnataka,Bangalore,admissions@knsit.com,
570,MVJ COLLEGE OF ENGINEERING,Karnataka,Bangalore,principalengg@mvjce.edu.in,
571,Acharya Institute of Technology,Karnataka,Bangalore,viswasanathan@acharya.ac.in,9242983454
572,EAST WEST INSTITUTE OF TECHNOLOGY,Karnataka,Bangalore,"principal@ewit.edu,ewgi68@yahoo.co.in,eastwestcollege@vsnal.com",
573,HKBK College of Engineering,Karnataka,Bangalore,info@hkbkeducation.org,
574,"T.John College, Bangalore",Karnataka,Bangalore,info@tjohncollege.com,
575,East Point College of Engg & Tech,Karnataka,Bangalore,admissions@eastpoint.ac.in,
576,Sapthagiri College of Engineering,Karnataka,Bangalore,principal @sapthagiri.edu,8028372800
577,M S Ramaiah  Institute of Technology,Karnataka,Bangalore,admn@msrit.edu,8023607902
578,B.N.M Institute of Technology,Karnataka,Bangalore,bnmit.office@gmail.com,
579,K.S. INSTITUTE OF TECHNOLOGY,Karnataka,Bangalore,principal.ksit@gmail.com,
580,Raman Polytechnic,Karnataka,Bangalore,ramanpolytechnic@rediffmail.com,
581,Sir M. Visvesvaraya Institute of Technology,Karnataka,Bangalore,sirmvitbgl@gmail.com,
582,Royal Institutions,Karnataka,Bangalore,royalinstitutionsbangalore@yahoo.co.in,
583,"St. Josephs College of Commerce (Autonomous), Bangalore",Karnataka,Bangalore,admin@sjc.in,
584,Christ University,Karnataka,Bangalore,mail@christuniversity.in,
585,R N S  INSTITUTE OF TECHNOLOGY,Karnataka,Bangalore,principal@rnsit.ac.in,
586,Nagarjuna College of Engineering & Technology,Karnataka,Bangalore,principal@ncetmail.com,
587,Cambridge Institute of Technology,Karnataka,Bangalore,principal@citech.edu.in,
588,T.John Institute of Technology,Karnataka,Bangalore,tjitprincipal@tjohncollege.com,
589,"M.S ENGINEERING COLLEGE, BANGALORE",Karnataka,Bangalore,principal@msec.ac.in,
590,Vydehi Institute of Medical Sciences and Research Centre,Karnataka,Bangalore,info@vims.ac.in,
591,VIJAYANAGAR  COLLEGE  OF  NURSING,Karnataka,Bangalore,vijayanagarnursingcollege@gmail.com,
592,"R.L. Jalappa Institute of Technology,Kodigehali,Doddaballapur",Karnataka,Bangalore,"principal_rljit@rediffmail.com,director_rljit@rediffmail.com",
593,BMS Institute of Technology,Karnataka,Bangalore,principal@bmsit.in,
594,Reva Institute of Science & Management,Karnataka,Bangalore,enquiries@revainstitution.org,
595,R. V. Institute of Management,Karnataka,Bangalore,contact@rvim.in,
596,St. Theresa School of Nursing,Karnataka,Bangalore,contact@sttheresagroupofinstitutions.co,
597,Xavier Institute of Management & Entrepreneurship,Karnataka,Bangalore,xime@xime.org,
598,BMS College of Engineering,Karnataka,Bangalore,principal@bmsce.ac.in,
599,B T L Institute of Technology and Mangement,Karnataka,Bangalore,btladmissions@gmail.com,
600,AMC Engineering College,Karnataka,Bangalore,principal@amcec.edu.in,
601,SJB Institute of Technology,Karnataka,Bangalore,principal@sjbit.edu.in,
602,"S.E.A College of Engineering & Technology, Bangalore",Karnataka,Bangalore,seacetadmin@gmail.com,8025613419
603,HARSHA COLLEGE OF NURSING,Karnataka,Bangalore,"info@harshahospital.org,admission@harshainstitutions.com ,harshahospital@vsnl.net",
604,Rajiv Gandhi Institute of Technology,Karnataka,Bangalore,principal@rgit.ac.in,
605,Smt. Laxmi Devi College of Nursing,Karnataka,Bangalore Rural,smtlakshmidevicollegeofnsg2003@yahoo,
606,Harsha Group of Institute,Karnataka,Bangalore Rural,"contact@harshainstitutions.com,shivakumar@harshainstitution.com",
607,KLS Gogte Institute of Technology,Karnataka,Belgaum,"info@git.edu, principal@git.edu",8312498500
608,Shaikh College of Engineering & Technology,Karnataka,Belgaum,sannkam@sjbjm.org,
609,Ballari Institute of Technology & Management,Karnataka,Bellary,bitmbly@gmail.com,
610,Bilal College of Education For Women,Karnataka,Bidar,bilalbed@gmail.com,
611,Guru Nanak Dev Engineering College,Karnataka,Bidar,inquiry@gndecbidar.in,
612,Adichunchanagiri Institute of Technology,Karnataka,Chickmagalur,ait_ckm@yahoo.co.in,8262220444
613,S.J.M Institute Of Technology,Karnataka,Chitradurga,"principal@sjmit.ac.in,sjmitprincipal@gmail.com",
614,Masood School Of Nursing,Karnataka,Dakshina Kannada,mect_mangalore@yahoo.co.in,
615,National Institute of Technology Ka,Karnataka,Dakshina Kannada,rnath@nitk.ac.in,
616,Masood College of Nursing,Karnataka,Dakshina Kannada,mect_mangalore@yahoo.co.in,
617,St Anns Institute of Health Sciences,Karnataka,Dakshina Kannada,info@saintanns.in,
618,Bapuji Pharmacy College,Karnataka,Davangere,bapujipharmacycollege@yahoo.co.in,
619,S.D.M College of Engineering & Technology,Karnataka,Dharwad,principal@sdmcet.ac.in,
620,Y k d polytechnic,Karnataka,Gulbarga,khusro_200553@yahoo.in,
621,"ANANDA MARGA POLYTECHNIC, MALUR- TALUK",Karnataka,Kolar,anandamargapolytechnic427@rediffmail.,
622,Vijayalakshmi Polytechnic,Karnataka,Kolar,vlpkgf@gmail.com,269632
623,P.E.S. College of Engineering,Karnataka,Mandya,principal@pesce.ac.in,
624,Karnataka State Open University,Karnataka,Mysore,infoksou@yahoo.in,
625,CSIR-Central Food Technological Research Institute,Karnataka,Mysore,ttbd@cftri.res.in,
626,Jawaharlal Nehru National College of Engineering,Karnataka,Shimoga,principal@jnnce.ac.in,
627,Channabasaveshwara Institute of Technology,Karnataka,Tumkur,"scholarships@cittumkur.org,director@cittumkur.org",
628,Siddaganga Institute of Technology,Karnataka,Tumkur,director@sit.ac.in,
629,Shridevi Institute of EngineeringTechnology,Karnataka,Tumkur,info@shrideviengineering,8162212629
630,Shridevi Polytechnic,Karnataka,Tumkur,shridevipolytechnic@gmail.com,
631,H.M.S. Institute of Technology,Karnataka,Tumkur,info@hmsit.ac.in,8162214313
632,Sikkim Manipal University,Karnataka,Udupi,info@smu.edu.in,
633,Manipal Institute of Technology Manipal,Karnataka,Udupi,registrar@manipal.edu,8202922499
634,P.A. College of Engineering,Karnataka,Mangalore,info@pace.edu.in,8242284701
635,K.S.Hegde Medical Academy,Karnataka,Mangalore,dean.kshema@nitte.edu.in,
636,Ghousia College of Engineering.,Karnataka,Ramanagara,principal_gce@hotmail.com,
637,"Sri Venkateshwara College of Engineering, Bengalaru",Karnataka,Bengaluru,admissons@svcengg.com,
638,Cochin University College of Engineering,Kerala,Alappuzha,registrar@cusat.ac.in,
639,"Department of  Computer Applications, C.U.S.A.T",Kerala,Ernakulam,pramod_k_v@cusat.ac.in,
640,International School Of Photonics,Kerala,Ernakulam,info@photonics.cusat.edu,
641,"School of Engineering, Kochi",Kerala,Ernakulam,principal_soe@cusat.ac.in,
642,"National Institute of Technology, Kozhikode",Kerala,Kozhikode,director@nitc.ac.in,
643,Swami Vivekanand College of Engineering,Madhya Pradesh,Indore,info@svceindore.ac.in,
644,IPS Academy,Madhya Pradesh,Indore,director@ipsacademy.org,
645,"Oriental Institute of Science And Technology, Indore",Madhya Pradesh,Indore,scholarship@orientaluniversity.in,
646,"Institute of Management Studies, DAVV, Indore",Madhya Pradesh,Indore,director.ims@dauniv.ac.in,7312470022
647,Vindhya Institute of Technology and Science,Madhya Pradesh,Indore,CONTACTINDORE@VITSDPR.AC.IN,
648,M.I.B.E Graduate School For Nurses,Madhya Pradesh,Indore,mibegsn@sancharnet.in,2700527
649,Prestige Institute of Engineering & Science,Madhya Pradesh,Indore,director@pies.ac.in,
650,R.K.D.F SCHOOL OF ENGINEERING,Madhya Pradesh,Indore,rkdfscholarship@gmail.com,7312802390
651,Central India Institute of Technology,Madhya Pradesh,Indore,ciitpscholarship@gmail.com,
652,BM College of Technology,Madhya Pradesh,Indore,info@bmcollege.ac.in,
653,Medi-Caps Group of Institutions,Madhya Pradesh,Indore,info@medicaps-institute.ac.in,
654,LORD KRISHNA COLLEGE OF TECHNOLOGY,Madhya Pradesh,Indore,lkctindore@rediffmail.co,9977526252
655,Patel College of Science &Technology,Madhya Pradesh,Indore,admissionind@patelcollege.com,
656,Central Institute of Technology (Polytechnic),Madhya Pradesh,Indore,citpscholarship@gmail.com,7312802390
657,Malwa Institute of Science and Technology,Madhya Pradesh,Indore,info@mistindore.com,
658,Astral Institute of Technology & Research,Madhya Pradesh,Indore,info@astral.ac.in,7316450155
659,"INTERNATIONAL INSTITUTE OF PROFESSIONAL STUDIES, DAVV",Madhya Pradesh,Indore,admin@iips.edu.in,
660,Indo German Tool Room,Madhya Pradesh,Indore,indigtr@sancharnet.in,
661,INDIAN INSTITUTE OF MANAGEMENT INDORE,Madhya Pradesh,Indore,director@iimidr.ac.in,
662,Institute of Engineering & Technology.,Madhya Pradesh,Indore,p_atri@rediffmail.com,
663,Lakshmi Narain college of technology,Madhya Pradesh,Indore,info@lnctindore.com,
664,"JAGADGURU DATTATRAY COLLEGE OF TECHNOLOGY, INDORE",Madhya Pradesh,Indore,jdctindore0833@gmail.com,
665,"RISHIRAJ INSTITUTE OF TECHNOLOGY ,INDORE",Madhya Pradesh,Indore,info@ritindore.in,
666,Patel College of Science & Technology,Madhya Pradesh,Bhopal,deputyregistrar@patelcoll,9425605224
667,Shree Institute of Science & Technology,Madhya Pradesh,Bhopal,admission@sistbhopal.net,
668,N I I S T,Madhya Pradesh,Bhopal,contactus@nrigroupindia.com,
669,"SISTech,Ghandhi Nagar",Madhya Pradesh,Bhopal,info@sistec.ac.in,
670,Crescent College of Technology,Madhya Pradesh,Bhopal,cctbpl2007@gmail.com,6055131
671,"Technocrats Institute of Technology, Bhopal",Madhya Pradesh,Bhopal,controlroomtit@gmail.com,9893503585
672,INDIAN MARITIME UNIVERSITY,Kerala,Ernakulam,ganeshram@imu.co.in,4424530345
673,MITTAL INSTITUTE OF TECHNOLOGY,Madhya Pradesh,Bhopal,mitbpl@gmail.com,2735043
674,"Bhabha College of Engineering, Bhopal",Madhya Pradesh,Bhopal,bhabharkdf2014@gmail.com,9425349712
675,"Bhopal Institute of Technology, Bhopal",Madhya Pradesh,Bhopal,bitsoffice5@gmail.com,
676,"Vaishnavi Institute of Technology & Science, Medua",Madhya Pradesh,Bhopal,vits.bhopal@gmail.com,
677,MILLENNIUM COLLEGE OF PHARMACY,Madhya Pradesh,Bhopal,principalmillenniumpharmacy@rediffmail,
678,Vedica institute of technology,Madhya Pradesh,Bhopal,vitrkdf@gmail.com,9753459883
679,Patel Institute Of Technology,Madhya Pradesh,Bhopal,deputyregistrar@patelcollege.com,9425605224
680,madhav proudyogiki mahavidyalaya,Madhya Pradesh,Bhopal,mpmbhopal@gmail.com,
681,"Iasscom Fortune Institute of Technology,Bhopal",Madhya Pradesh,Bhopal,info@iasscom.com,
682,"Rajeev Gandhi College, Shahpura",Madhya Pradesh,Bhopal,chairmanrgc@rediffmail.com,
683,Bhopal School of Social Sciences,Madhya Pradesh,Bhopal,bsssbhopal.edu@gmail.com,
684,SURABHI COLLEGE OF ENGINEERING & TECHNOLOGY,Madhya Pradesh,Bhopal,surabhi.cet@gmail.com,
685,Malhotra College,Madhya Pradesh,Bhopal,malhotracollege@gmail.com,
686,BAGULA MUKHI COLLEGE OF TECHNOLOGY,Madhya Pradesh,Bhopal,bmctbhopal@gmail.com,
687,JAI NARAIN COLLEGE OF TECHNOLOGY,Madhya Pradesh,Bhopal,jnctbploffice@gmail.com,2854641
688,"Surabhi group of institutions,bhopal",Madhya Pradesh,Bhopal,surabhi.cet@gmail.com,7587520441
689,Laxmipati Institute of ScienceTechnology,Madhya Pradesh,Bhopal,trivedi_abhishek2002@hotm,8109016705
690,Kailash Chandra Bansal College of Technology,Madhya Pradesh,Bhopal,kcbctbhopal@gmail.com,
691,Patel College of Pharmacy,Madhya Pradesh,Bhopal,deputyregistrar@patelcoll,9425605224
692,"T.I.T. COLLEGE, BHOPAL",Madhya Pradesh,Bhopal,titcollegebpl2008@gmail.com,
693,MANSAROVAR NURSING COLLEGE,Madhya Pradesh,Bhopal,mist_kolar@mansarovargroup.com,
694,"GANDHI P.R. COLLEGE, BHOPAL",Madhya Pradesh,Bhopal,contact@gandhiprcollege.com,
695,Bhabha College Of Dental Sciences,Madhya Pradesh,Bhopal,beribhopal@gmail.com,
696,Kailash Narayan Patidar College of Science & Technology,Madhya Pradesh,Bhopal,contactknpgroup@gmail.com,
697,oriental college of technology,Madhya Pradesh,Bhopal,Slahirwar@ oriental.ac.in,
698,KOPAL INSTITUTE OF SCIENCE AND TECHNOLOGY,Madhya Pradesh,Bhopal,kistechbhopal@gmail.com,
699,AGNOS COLLEGE OF TECHNOLOGY,Madhya Pradesh,Bhopal,agnosrkdf2014@gmail.com,9425026522
700,NRI Group of Institutions,Madhya Pradesh,Bhopal,contactus@nrigroupindia.com,
701,Alia Polytechnic College,Madhya Pradesh,Bhopal,apcbhopal@tsag.in,
702,Knp College Of Science And Technology,Madhya Pradesh,Bhopal,contactknpgroup@gmail.com,
703,IES College of Education,Madhya Pradesh,Bhopal,iesbpl@gmail.com,9229251422
704,VNS Institute of Pharmacy,Madhya Pradesh,Bhopal,info.vnsit@gmail.com,
705,Acropolis Institute of Technology & Research,Madhya Pradesh,Bhopal,info@acropolis.in,
706,Institute of Hotel Management Catering Technology & Applied Nutrition.,Madhya Pradesh,Bhopal,principal@ihmbpl.com,
707,All Saints College of Engineering,Madhya Pradesh,Bhopal,contact@ asctbhopal.com,2528097
708,Girdhar Siksha Evam Samaj Kalyan Samiti Group of Institutions,Madhya Pradesh,Bhopal,ggibpl@gmail.com,7480295752
709,Iasscom Fortune Institute of Technology,Madhya Pradesh,Bhopal,info@iasscom.com,
710,J.N. College of Technology,Madhya Pradesh,Bhopal,jnctbhopal@lnctgroup.in,
711,Gyan Ganga Institute of Technology And Management,Madhya Pradesh,Bhopal,ggitmbhopal@yahoo.com,
712,Peoples College of Dental ScienceResearch Center,Madhya Pradesh,Bhopal,hoi.nursing@peoplesuniversity.com,4005410
713,Radharaman Institute of ResearchTechnology,Madhya Pradesh,Bhopal,rirt2007@gmail.com,7552896506
714,Makhanlal Chaturvedi National University,Madhya Pradesh,Bhopal,query@mcu.ac.in,
715,R.D. Memorial College of Physical Education,Madhya Pradesh,Bhopal,rdmpebhopal@gmail.com,
716,Vishal Vate Memorial College Of Nursing,Madhya Pradesh,Bhopal,principal@vvmcollege.org,
717,Barkatullah University Institute of Technology,Madhya Pradesh,Bhopal,bubhopalmp@mp.nic.in,
718,Corporate Institute of ResearchTechnology,Madhya Pradesh,Bhopal,corporate@corporatebpl.com,7771009744
719,"Institute of Polytechnic Engineering ,Bhopal",Madhya Pradesh,Bhopal,iperkdf2014@gmail.com,9893698505
720,SAM COLLEGE OF ENGINEERING & TECHNOLOGY,Madhya Pradesh,Bhopal,samcetbpl@yahoo.com,
721,Bhopal Institute of Technology & Science,Madhya Pradesh,Bhopal,bitsoffice5@gmail.com,
722,"VNS Institute of Technology, Bhopal",Madhya Pradesh,Bhopal,info.vnsit@gmail.com,
723,"RADHARAMAN ENGINEERING COLLEGE, RATIBAD",Madhya Pradesh,Bhopal,directorrec158@gmail.com,7552896303
724,Carporate Institute of Science & Technology,Madhya Pradesh,Bhopal,corporate@corporatebpl.com,
725,GLOBUS ENGINEERING COLLEGE,Madhya Pradesh,Bhopal,bitsoffice4@gmail.com,9826298850
726,Satyam Educational & Social Welfare Society Group of Institutions,Madhya Pradesh,Bhopal,satyam123sch@gmail.com,
727,ORIENTAL INSTITUTE OF SCIENCE & TECHNOLOGY,Madhya Pradesh,Bhopal,Slahirwar@ oriental.ac.in,
728,IES Institute of Technology & Management,Madhya Pradesh,Bhopal,iesbpl@gmail.com,9229251422
729,All Saints College of Technology,Madhya Pradesh,Bhopal,contact@asctbhopal.com,7552528853
730,TRINITY INSTITUTE OF TECHNOLOGY & RESEARCH,Madhya Pradesh,Bhopal,info@trinitycampus.in,
731,UJJAIN COLLEGE,Madhya Pradesh,Ujjain,principal@uecu.ac.in,
732,Sewak Shri Ram College of Education,Madhya Pradesh,Gwalior,directorsrcem@srgoc.org,
733,IPS College Of Technology and Management shivpuri Gwalior,Madhya Pradesh,Gwalior,admissionips@yahoo.com,
734,Jai Institute of Nursing and Research,Madhya Pradesh,Gwalior,vism_gwalior@rediffmail.com,
735,Training Ship Chanakya,Maharashtra,Navi Mumbai,tschanakya.mumbaicampus@imu.co.in,
736,Vijayaraje Institute of Science and Management,Madhya Pradesh,Gwalior,info@vismgwalior.com,
737,BVM College of Technology and Management,Madhya Pradesh,Gwalior,bvmctm@gmail.com,
738,Miss Sill College of Education,Madhya Pradesh,Gwalior,misssillcollege54@gmail.com,
739,Bright College of Education,Madhya Pradesh,Gwalior,brightcollege1@gmail.com,
740,"Shri Ram College of Education, Gwalior",Madhya Pradesh,Gwalior,directorsrcem@srgoc.org,
741,Institute of Technology & Management,Madhya Pradesh,Gwalior,registrar@iiitm.ac.in,
742,Dayal Nursing College,Madhya Pradesh,Gwalior,admin@dayalnursingcollege.org,
743,GWALIOR ENGINEERING COLLEGE,Madhya Pradesh,Gwalior,gec_gwl@rediffmail.com,
744,Shri Ram College of engineering & management,Madhya Pradesh,Gwalior,directorsrcem@srgoc.org,
745,Gwalior Institute of Technology and Science (GITS),Madhya Pradesh,Gwalior,info@gicts.org,
746,LAXMI NARAYAN INSTITUTE OF TECHNOLOGY,Madhya Pradesh,Gwalior,lnitgwalior@yahoo.com,7583801007
747,"Lakshmi Narain Academy of Technology, Gwalior",Madhya Pradesh,Gwalior,lnatgwalior@gmail.com,7583801001
748,J.B. Institute of Nursing and Research,Madhya Pradesh,Gwalior,admin@jbitm.com,
749,"IITTM,Govindpuri",Madhya Pradesh,Gwalior,iittm@sancharnet.in,
750,Maharana Pratap College of Technology,Madhya Pradesh,Gwalior,info@mpct.org,
751,ITM UNIVERSITY,Madhya Pradesh,Gwalior,scst.cell@itmuniversity.a,7516560664
752,Awadh Madhav College of Nursing Science,Madhya Pradesh,Gwalior,devnursinggwl@gmail.com,
753,Lakshmibai National University of Physical Education,Madhya Pradesh,Gwalior,registrar@lnipe.gov.in,
754,Atal Bihari Vajpayee IIIT&M,Madhya Pradesh,Gwalior,registrar@iiitm.ac.in,
755,St. Aloysis Institute of Technology,Madhya Pradesh,Jabalpur,saitjbp@gmail.com,
756,Gyan Ganga Institute of Technology & Science,Madhya Pradesh,Jabalpur,ggcojbp@yahoo.com,7612673655
757,"Oriental Institute Of Science And Technology, Jabalpur",Madhya Pradesh,Jabalpur,orientaljbp@oriental.ac.i,7612645022
758,S.G .B.M. Institute of technology & science,Madhya Pradesh,Jabalpur,sgbmitsjabalpur@gmail.com,9926303240
759,XIDAS,Madhya Pradesh,Jabalpur,xavierinstitute@ximj.ac.i,7612606341
760,Jabalpur Public College,Madhya Pradesh,Jabalpur,jabalpurpubliccollegejbp@gmail.com,
761,Bansal Institute of Science & Technology,Madhya Pradesh,Bhopal,bistscho2011@gmail.com,7552922697
762,Scope College of Engineering,Madhya Pradesh,Bhopal,registrar.scope@gmail.com,7552432917
763,SAGAR INSTITUTE OF SCIENCE TECHNOLOGY & ENGINEERING,Madhya Pradesh,Bhopal,sistecsiptec@gmail.com,7554206035
764,BANSAL INSTITUTE OF RESEARCH & TECHNOLOGY,Madhya Pradesh,Bhopal,birtbpl@gmail.com,7552808161
765,Sardar Patel Institute Of Education,Madhya Pradesh,Jabalpur,spctgroup.bgt2000@gmail.com,
766,"Dr. Radha Krishnan College of Education, Jabalpur",Madhya Pradesh,Jabalpur,radhakrishnanedu@yahoo.co.in,
767,Vindhya Institute of Technology & Science,Madhya Pradesh,Jabalpur,VINDHYAJBP@GMAIL.COM,
768,Takshshila Institute of Engg. & Technology Jabalpur,Madhya Pradesh,Jabalpur,takshshila.engg@gmail.com,
769,Amar Jyoti Institute of Nursing Sciences & Research,Madhya Pradesh,Jabalpur,info@amarjyotinursing.com,
770,"shree ram institute of Technology,jabalpur",Madhya Pradesh,Jabalpur,sritjabalpur2014@gmail.co,7614001932
771,Laxminarayan College Of Technology,Madhya Pradesh,Jabalpur,LNCTJABALPUR@LNCTGROUP.IN,
772,Vijayshree Educational Institute,Madhya Pradesh,Jabalpur,sthapakrajesh@gmail.com,
773,OJASWINI INSTITUTE OF MANAGEMENT & TECHNOLOGY,Madhya Pradesh,Damoh,oimt_damoh@yahoo.co.in,9575304029
774,Siddhi vinayak Paramedical and Nursing college,Madhya Pradesh,Datia,svncdatia@gmail.com,
775,AISECT Institute of Science & Technology,Madhya Pradesh,RAISEN,info@aisectuniversity.ac.in,
776,"BANSAL COLLEGE OF ENGINEERING,MANDIDEEP",Madhya Pradesh,RAISEN,director@bce.ac.in,
777,Shri Satya Sai College of Education,Madhya Pradesh,Sehore,sehoresssist@yahoo.in,
778,Jaytee University of Engineering & Technology,Madhya Pradesh,Guna,registrat@juet.ac.in,267051
779,Swami Vivekanand University,Madhya Pradesh,Sagar,info@svnuniversity.ac.in,
780,Dr. Hari Singh Guor Vishwavidyalaya,Madhya Pradesh,Sagar,admissiondhsgsu@gmail.com,
781,Gyan Sagar College of Engineering,Madhya Pradesh,Sagar,info@gsce.in,
782,"AKS University, Sherganj",Madhya Pradesh,Satna,Scholarship@aksuniversity,8889617776
783,Nes Hoshangabad,Madhya Pradesh,Hoshangabad,nesc_2005@rediffmail.com,
784,N.E.S College of physical Education,Madhya Pradesh,Hoshangabad,nesc_2005@rediffmail.com,
785,Sardar Patel College of Technology,Madhya Pradesh,Balaghat,spctgroup.bgt2000@gmail.com,
786,St. Xavier s College Mumbai,Maharashtra,Mumbai,ait@aitpune.edu.in,
787,"Indian Institute of Technology, Bombay",Maharashtra,Mumbai,registrar@iitb.ac.in,2225722545
788,Dr.D.Y.Patil,Maharashtra,Mumbai,chancellor@dypatil.com,
789,Maharashtra Academy of Engineering,Maharashtra,Pune,atssitc@yahoo.co.in,
790,G.H. Raisoni Institute of Engineering & Technology,Maharashtra,Pune,ghrietpune@raisoni.net,
791,Sinhgad College of Engineering,Maharashtra,Pune,admissions@sinhgad.edu,
792,N.B.N. Sinhgad School of Engineering,Maharashtra,Pune,dkte@sancharnet.in,
793,"D.Y. PATIL, PUNE",Maharashtra,Pune,"registrar@dpu.edu.in ,vc@dpu.edu.in",
794,Maharastra Academy of  Naval Education & Training (manet),Maharashtra,Pune,info@raisoni.net,
795,SINHGAD INSTITUTE OF MANAGMENT,Maharashtra,Pune,ghrpolynag@raisoni.net,
796,Indira College of Engineering and Management,Maharashtra,Pune,ibmrwakadpune@gmail.com,
797,Sinhgad Institute of Technology,Maharashtra,Pune,principal_sit@sinhgad.edu,2114304356
798,"JSPM JAYAWANTRAO SAWANT COLLEGE OF ENGINEERING, PUNE",Maharashtra,Pune,anjali.kalkar@iccs.ac.in,
799,"SINHGAD TECHNICAL EDUCATION SOCIETY, SINHGAD INSTITUTE OF MANAGEMENT",Maharashtra,Pune,registrar.siom@sinhgad.ed,9860088496
800,Mitcon Institute of Management,Maharashtra,Pune,info@indiraicem.ac.in,
801,"ATSS, IICMR, Pune",Maharashtra,Pune,info@iicmr.org,
802,IBMR College Pune,Maharashtra,Pune,vbdatarkar@rediffmail.com,
803,MKSSSs Cummins College of Engineering for Women,Maharashtra,Pune,principal@kdkce.edu.in,
804,MIT Arts Commerce & Science College,Maharashtra,Pune,manojbade@mitpune.com,
805,"Symbiosis Institute of Technology, Pune",Maharashtra,Pune,adminofficer@sitpune.edu.in,
806,SINHGAD INSTITUTE OF BUSINESS ADMINISTRATION & RESEARCH,Maharashtra,Pune,nbnssoe@sinhgad.edu,
807,Sinhgad Management School,Maharashtra,Pune,rmdsms@sspm.co.in,645330
808,Indira College of Commerce & Science,Maharashtra,Pune,anjali.kalkar@iccs.ac.in,
809,G.H Raisoni College of Engeneering and Management,Maharashtra,Pune,ghrcem.pune@raisoni.net,
810,ARMY INSTITUTE OF TECHNOLOGY,Maharashtra,Pune,registrar@aitpune.edu.in,
811,Institute of ManagementEnterpreneurship Development,Maharashtra,Pune,imed@bharatividyapeeth.ed,25448005
812,G.H.Raisoni Polytechnic,Maharashtra,Nagpur,ghrpolynag@raisoni.net,
813,Karmavir Dadasaheb Kannamwar College of Engineering,Maharashtra,Nagpur,principal@kdkce.edu.in,
814,Kavikulguru Institute of TechnologyScience,Maharashtra,Nagpur,principal@kits.edu,7114255309
815,Wainganga College of Engineering and Management,Maharashtra,Nagpur,wcem@rediffmail.com,
816,Jyotiba College of Physical Education,Maharashtra,Nagpur,jcpengp@rediffmail.com,
817,Pryadarshini College of Engineering,Maharashtra,Nagpur,principal@priyadarshini.org,
818,Priyadarshini Indira Gandhi College,Maharashtra,Nagpur,principal.pice@ltjss.net,
819,"Tulsiramji Gaikwad-Patil College of Engineering & Technology, Nagpur",Maharashtra,Nagpur,placement@tgpcet.com,
820,Yeshwantrao Chavan College of Engineering,Maharashtra,Nagpur,principal@ycce.edu,
821,"G.H.Raisoni Institute of Engg. & Technology, for women",Maharashtra,Nagpur,ghrietw@raisoni.net,
822,Vidarbha Institute of Technology,Maharashtra,Nagpur,info@vitnagpur.edu.in,
823,"Smt. Bhagwati Chaturvedi College of Enggineering, Nagpur",Maharashtra,Nagpur,principalpbcoe@gmail.com,
824,Chirayu. K. C Bajaj College of Education,Maharashtra,Nagpur,"chirayukcbajbaj@hotmail.com ,info@kcbajajbedcollege.com",
825,Nagpur Institute of Technology,Maharashtra,Nagpur,placement@nitengg.edu.in,
826,Shri Madhaorao Wankhade Sharirik Shikshan Mahavidyalaya,Maharashtra,Nagpur,mwssmk@yahoo.com,
827,Priyadarshini Institute of Architecture & Design Studies,Maharashtra,Nagpur,principal.piads@ltjss.net,
828,"Priyadarshini Indira Gandhi College of Engineering, Nagpur",Maharashtra,Nagpur,principal.pice@ltjss.net,
829,"J.T. Mahajan College of Engineering, Faizpur",Maharashtra,Jalgaon,jtmcoef@rediffmail.com,2585248256
830,"Tata Institute of Social Sciences ,Osmanabad",Maharashtra,Osmanabad,sparasuraman@tiss .edu,
831,DKTE Societys Textile & Engineering,Maharashtra,Kolhapur,dkte@sancharnet.in,
832,D.Y.Patil College of Engg. & Tech,Maharashtra,Kolhapur,info@dypkopeng.ac.in,
833,"Manoharbhai Patel Institute of Engineering & Technology, Gondia",Maharashtra,Gondia,deanscholmiet@gmail.com,
834,Degree College of Physical Education Amravati,Maharashtra,Amravati,principal@dcpehvpm.org,
835,Marathwada Institute of Technology,Maharashtra,Aurangabaad,info@mit.asia,
836,Symbiosis Institute of Operations Management,Maharashtra,Nashik,assistantadminofficer@siom.in,
837,Shri Shankarprasad Agnihotri College of Engineering,Maharashtra,Wardha,info@agnihotrigroup.com,
